Associated Company (Primary),Amount,Deal Type,Deal Stage,Deal probability,Deal Score,Is Closed Won,Is closed lost,Is Closed (numeric),Is Deal Closed?,Is Open (numeric),Contract End Date,Close Date,Last Activity Date,Days to close,Recency_Days
Associated_ac25ecf7,10800.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-02-29 13:01:00,2024-02-29 10:30:00,14.0,410.0
Associated_df3b05c1,3600.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-03-18 11:21:00,2024-03-05 16:43:00,32.0,405.0
Associated_b24cdfba,2700.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-08-01 14:19:00,2024-07-20 22:50:00,189.0,268.0
Associated_67ece55d,7200.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-09-05 14:12:00,2024-03-26 15:30:00,230.0,384.0
Associated_86a21ce0,30000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-03-22 12:59:00,2024-05-23 14:31:00,63.0,326.0
Associated_b7a3bd0c,1080.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-04-11 09:15:00,2024-03-19 09:44:00,83.0,391.0
Associated_b728eedc,36000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-03-21 11:06:00,2024-02-29 13:10:00,65.0,410.0
Associated_99580638,108000.0,Growth,Closed Won,1.0,,True,False,1.0,True,0.0,,2024-09-03 09:38:00,2024-08-18 16:37:00,234.0,239.0
Associated_6d482c74,0.0,Renewal,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-09-17 13:48:00,2024-08-18 16:37:00,248.0,239.0
Associated_fa6048e6,0.0,Renewal,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-09-18 14:46:00,2024-08-18 16:37:00,249.0,239.0
Associated_f62b3a08,30000.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,,2024-08-22 16:29:00,2024-08-18 16:37:00,222.0,239.0
Associated_6d482c74,0.0,Renewal,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-09-17 13:48:00,2024-08-18 16:37:00,248.0,239.0
Associated_60459aba,0.0,Renewal,Renewals ,0.8,37.0,False,False,0.0,False,1.0,,2024-08-01 15:45:00,2025-02-20 10:04:00,201.0,53.0
,6000.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,,2024-11-07 09:51:00,2024-10-30 15:00:00,299.0,166.0
Associated_76a25b85,30000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-06-13 14:15:00,2024-01-29 15:50:00,153.0,441.0
Associated_a5f2dd41,15000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-09-23 07:48:00,2024-01-15 14:15:00,254.0,455.0
Associated_5c625991,15000.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,,2024-08-13 12:15:00,2024-02-29 11:20:00,214.0,410.0
Associated_0172e8dc,0.0,Renewal,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-08-22 16:31:00,2024-02-06 16:56:00,223.0,433.0
Associated_bcd8dc22,17712.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,,2024-08-13 12:10:00,2024-08-06 11:56:00,214.0,251.0
Associated_133e939d,30000.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,,2024-08-29 09:38:00,2025-01-09 11:04:00,230.0,95.0
Associated_98016eea,0.0,Renewal,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-07-30 11:11:00,2024-03-01 19:11:00,200.0,409.0
Associated_ef481971,15600.0,Renewal,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-08-22 16:32:00,,223.0,
Associated_60459aba,2250.0,Growth,Closed Won,1.0,,True,False,1.0,True,0.0,,2024-04-26 15:37:00,2024-10-17 11:21:00,107.0,179.0
Associated_ce13149e,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-06-21 13:07:00,2024-05-01 07:00:00,168.0,349.0
Associated_881ceda3,7500.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2024-03-01 11:32:00,2024-05-20 13:04:00,64.0,329.0
Associated_a2a680e5,50000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-07-25 09:30:00,2024-05-23 15:27:00,218.0,326.0
Associated_d82a09b2,66000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-05-23 14:24:00,2024-05-10 11:57:00,161.0,339.0
Associated_314de02c,50000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-05-21 00:48:00,2024-04-03 12:25:00,171.0,376.0
Associated_ed653a25,0.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-03-28 14:16:00,2024-01-08 13:33:00,117.0,462.0
Associated_0a3caa4b,30000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-05-22 16:18:00,2024-01-18 12:22:00,174.0,452.0
Associated_8ef1808f,30000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-03-20 14:28:00,2024-01-11 11:37:00,112.0,459.0
Associated_fdc87b32,30000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2024-02-01 07:53:00,2024-01-30 10:26:00,64.0,440.0
Associated_a19696c5,66000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-02-15 13:42:00,2024-02-14 12:00:00,80.0,425.0
Associated_4710813b,45000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-03-28 13:54:00,2024-03-14 11:00:00,122.0,396.0
Associated_a28401f8,36000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-03-07 14:28:00,2023-12-15 17:30:00,105.0,486.0
Associated_b4313dad,120000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-05-09 11:00:00,2024-05-07 12:58:00,169.0,342.0
Associated_be0d90f1,66000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-04-26 10:50:00,2024-04-26 10:30:00,170.0,353.0
Associated_a41393e8,5500.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-12-22 11:41:00,2024-04-10 15:15:00,46.0,369.0
Associated_4167709b,60000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-01-11 14:10:00,2023-12-26 11:28:00,70.0,475.0
Associated_4095fc5b,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-05-21 00:48:00,2024-09-03 08:50:00,201.0,223.0
Associated_b5a6408a,20000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-05-23 14:00:00,2024-01-09 12:23:00,208.0,461.0
Associated_55ec95d2,0.0,Growth,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-12-21 11:41:00,2024-08-03 12:04:00,54.0,254.0
Associated_4d4f7295,1200.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-02-22 13:30:00,2024-02-14 16:22:00,118.0,425.0
Associated_a19696c5,1200.0,PS,Closed Won,1.0,,True,False,1.0,True,0.0,,2024-02-15 13:41:00,2024-02-14 12:00:00,112.0,425.0
Associated_99580638,72000.0,Growth,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-10-27 17:25:00,2024-08-16 15:49:00,1.0,241.0
Associated_36a62574,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-03-19 09:47:00,2023-10-25 13:15:00,147.0,537.0
Associated_e4b883e0,7200.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2024-12-01,2023-11-15 14:53:00,2024-04-02 12:03:00,23.0,377.0
Associated_c9217335,2400.0,Growth,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-11-22 10:13:00,2024-12-02 12:15:00,34.0,133.0
Associated_f62b3a08,30000.0,Growth,Closed Won,1.0,,True,False,1.0,True,0.0,,2024-01-04 13:06:00,2024-09-27 09:18:00,77.0,199.0
,10200.0,Growth,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-11-20 11:18:00,2023-11-16 11:13:00,32.0,515.0
Associated_7059f1f6,31000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-01-02 16:55:00,2024-12-18 10:20:00,90.0,117.0
,5000.0,Growth,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-10-18 14:26:00,2024-12-18 10:20:00,13.0,117.0
Associated_0172e8dc,7500.0,Growth,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-11-09 13:27:00,2024-12-18 10:20:00,35.0,117.0
Associated_15711e9f,30000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-03-03 20:20:00,2024-02-20 09:36:00,158.0,419.0
Associated_98fb0ace,30000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-01-02 14:17:00,2023-09-27 10:40:00,103.0,565.0
Associated_98fb0ace,30000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-09-21 11:47:00,,0.0,
Associated_6909483f,50000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-03-27 21:23:00,2023-10-27 09:00:00,191.0,535.0
Associated_4ce238e9,50000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-03-27 21:24:00,2023-10-27 09:00:00,191.0,535.0
Associated_d2727223,50000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-11-01 10:19:00,2023-09-15 13:30:00,44.0,577.0
Associated_ea2b6b10,70000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-01-30 07:49:00,,146.0,
Associated_499f0a3c,14400.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2024-02-19 13:34:00,2024-05-22 13:47:00,167.0,327.0
Associated_aec87052,50000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-11-09 08:26:00,2023-08-30 20:00:00,77.0,593.0
Associated_d3ca05f6,20000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-03-18 11:19:00,2023-12-26 14:54:00,208.0,475.0
Associated_a93c760a,55500.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-01-03 18:03:00,2023-08-22 14:52:00,134.0,601.0
Associated_33a20d27,12000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-09-07 12:52:00,2023-08-22 14:00:00,19.0,601.0
Associated_b7cd45f5,30000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-11-09 08:27:00,2023-08-22 16:30:00,89.0,601.0
Associated_67d87cec,12000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2025-01-20,2024-01-22 12:29:00,2024-01-17 15:17:00,165.0,453.0
Associated_af776924,100000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-11-08 10:52:00,2023-09-12 09:00:00,91.0,580.0
Associated_8937bb77,50000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-08-31 11:55:00,2023-08-11 10:00:00,34.0,612.0
Associated_8ef1808f,100000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-11-09 09:55:00,2023-10-26 10:27:00,105.0,536.0
Associated_dd705eae,40000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-01-04 10:18:00,2023-11-22 09:23:00,168.0,509.0
Associated_f6dba41a,60000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-11-09 08:27:00,2023-09-18 09:23:00,112.0,574.0
Associated_ced7599c,61250.0,Growth,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-12-08 14:19:00,2023-12-12 18:08:00,143.0,489.0
Associated_970bb80e,100000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-11-09 09:57:00,2023-09-05 16:51:00,113.0,587.0
Associated_970bb80e,40000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-11-09 09:57:00,2023-09-05 16:51:00,113.0,587.0
Associated_a5d68d69,100000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-11-09 09:47:00,2023-08-18 16:06:00,113.0,605.0
Associated_f6dba41a,15000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-11-01 10:19:00,2023-07-28 16:43:00,116.0,626.0
Associated_f13e3963,6000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-09-11 13:54:00,,67.0,
Associated_50618d32,12000.0,Growth,Closed Won,1.0,,True,False,1.0,True,0.0,,2024-01-09 09:41:00,2024-01-04 06:21:00,187.0,467.0
Associated_6d482c74,4500.0,Growth,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-08-09 09:19:00,2023-08-16 16:00:00,34.0,607.0
Associated_ced7599c,15000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-09-21 10:20:00,2024-08-27 12:43:00,77.0,230.0
Associated_4aab5c2f,150000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-10-26 13:00:00,2023-08-02 13:31:00,113.0,621.0
Associated_0a0d9e98,50000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-01-29 07:46:00,2023-08-10 14:30:00,212.0,613.0
Associated_e8afd469,30000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-11-09 08:26:00,2023-09-05 10:46:00,132.0,587.0
Associated_ea0c140e,15000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2024-11-01,2023-11-06 08:16:00,2024-04-18 12:27:00,129.0,361.0
Associated_74fd8f26,66000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-09-11 13:54:00,2023-09-05 08:16:00,75.0,587.0
Associated_8f7b54b9,21000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-08-23 16:08:00,,69.0,
Associated_dbe52e71,100000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-09-28 20:33:00,2024-08-30 07:17:00,115.0,228.0
Associated_cc9735ee,27000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-02-20 09:36:00,2024-02-14 16:35:00,262.0,425.0
Associated_d02c75aa,10000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-08-04 09:24:00,2023-06-01 22:16:00,63.0,683.0
Associated_5c625991,15000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2024-08-01,2023-08-01 10:51:00,2023-08-01 14:00:00,60.0,622.0
Associated_7059f1f6,62500.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-09-22 14:38:00,2023-08-09 13:35:00,113.0,614.0
Associated_2fe60e04,30000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-07-05 11:33:00,,34.0,
Associated_133e939d,30000.0,Renewal,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-11-22 10:14:00,2023-11-08 16:30:00,173.0,523.0
Associated_33af9cf7,6000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2024-07-17,2023-07-13 08:55:00,2023-06-23 15:00:00,42.0,661.0
Associated_f3ad2d62,67500.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-08-04 10:37:00,2023-07-18 16:00:00,64.0,636.0
Associated_a771a5a3,15000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2024-02-21 16:21:00,2024-01-02 16:46:00,266.0,468.0
Associated_970bb80e,6000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-07-17 16:40:00,2023-07-17 14:00:00,48.0,637.0
Associated_8937bb77,90000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-08-31 11:55:00,2023-07-11 16:39:00,93.0,643.0
Associated_055265d0,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-08-23 16:08:00,2023-05-05 09:01:00,110.0,710.0
Associated_c80907b6,60000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-11-01 10:17:00,,183.0,
Associated_2a12844a,15000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-08-23 16:08:00,2023-07-10 13:15:00,118.0,644.0
Associated_1d9e86b3,6000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-06-23 11:33:00,2023-05-11 12:00:00,59.0,704.0
Associated_a62c74cb,21000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-07-07 11:43:00,2023-05-09 15:48:00,79.0,706.0
Associated_4019582e,0.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-12-31 11:13:00,2024-05-30 11:47:00,264.0,319.0
Associated_995eff83,112000.0,Growth,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-04-20 20:36:00,2023-09-05 16:33:00,10.0,587.0
Associated_fd388839,50000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-08-23 16:09:00,2023-04-25 11:00:00,139.0,720.0
Associated_ef481971,14400.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-05-08 11:49:00,,47.0,
Associated_141fa164,15000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-07-05 11:49:00,2023-06-15 14:09:00,107.0,669.0
Associated_99580638,12000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-08-11 14:18:00,2024-08-16 15:49:00,144.0,241.0
Associated_630b629b,30000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-06-14 11:49:00,2023-04-18 15:33:00,90.0,727.0
,6000.0,Growth,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-05-22 11:50:00,2023-04-12 14:41:00,74.0,733.0
,48000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-11-01 10:17:00,2023-09-12 09:02:00,242.0,580.0
Associated_02629d10,50000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-05-15 11:50:00,2023-09-13 09:00:00,75.0,579.0
Associated_25147699,30000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-06-23 11:50:00,2023-03-16 14:54:00,118.0,760.0
Associated_f82fc573,12000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-05-17 11:51:00,2023-04-12 13:18:00,81.0,733.0
Associated_0172e8dc,32500.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-06-15 11:51:00,2024-06-25 10:50:00,111.0,293.0
Associated_2fe60e04,15000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-06-01 11:51:00,,98.0,
Associated_2e37de18,11250.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-08-07 09:49:00,2023-02-22 17:54:00,165.0,782.0
Associated_42a5ae54,20000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-02-22 11:42:00,,0.0,
Associated_a03bb13b,75000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-10-31 14:56:00,2023-06-16 12:00:00,251.0,668.0
Associated_6d482c74,48000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-06-16 11:51:00,2023-07-11 14:23:00,115.0,643.0
Associated_60459aba,15000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-08-11 20:18:00,2024-07-01 12:04:00,176.0,287.0
Associated_ad870001,20000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-05-17 11:52:00,2023-05-09 15:46:00,95.0,706.0
Associated_50618d32,12000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-03-31 13:23:00,2023-06-12 09:13:00,49.0,672.0
Associated_95fba57c,50000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-07-07 11:52:00,2023-03-15 16:39:00,148.0,761.0
Associated_75707cf3,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-02-07 10:54:00,2023-02-07 11:42:00,0.0,797.0
Associated_bcd8dc22,72000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-05-10 11:55:00,2023-07-26 09:11:00,96.0,628.0
Associated_4019582e,15400.0,Growth,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-11-21 15:33:00,2024-05-30 11:47:00,292.0,319.0
Associated_84a2c5e0,7500.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-05-04 11:56:00,2023-01-19 10:27:00,105.0,816.0
Associated_da05dcf2,8000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-04-04 11:56:00,2023-03-14 11:30:00,75.0,762.0
Associated_d2b9e537,20000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-02-16 10:57:00,,37.0,
Associated_abff79b0,5000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-03-06 10:58:00,2023-02-09 14:45:00,84.0,795.0
Associated_e572ad43,30000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-08-09 16:33:00,2023-03-28 17:26:00,241.0,748.0
Associated_e850070b,60000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-03-31 11:58:00,2024-02-01 14:41:00,109.0,438.0
Associated_b73c74da,10000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-03-23 11:59:00,,133.0,
Associated_f742a7ef,10000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-01-24 10:59:00,,75.0,
Associated_d8c3b09f,30000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-02-09 10:59:00,,91.0,
Associated_73370300,100000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-02-09 11:00:00,2024-11-26 09:21:00,91.0,139.0
Associated_c9217335,8000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2022-11-08 11:00:00,2024-12-02 12:15:00,0.0,133.0
Associated_ced7599c,15000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-03-23 12:01:00,2024-08-27 12:43:00,141.0,230.0
Associated_9f8bda90,100000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:05:00,,49.0,
,4800.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2023-10-31,2022-12-19 11:23:00,2023-04-12 14:42:00,77.0,733.0
Associated_f62b3a08,30000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-05-09 12:06:00,2023-02-02 12:57:00,252.0,802.0
Associated_c257243e,3500.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2023-10-16,2022-12-20 11:06:00,,112.0,
Associated_fa6048e6,35000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2022-11-30,2023-02-23 11:08:00,2023-07-10 14:07:00,188.0,644.0
Associated_eac48dd6,50000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,2023-11-30,2023-01-19 11:09:00,,158.0,
Associated_e6cc1244,1000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2022-12-20 11:09:00,,128.0,
Associated_8d679174,6000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2022-04-30,2022-12-20 11:09:00,,128.0,
Associated_133e939d,35000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2022-05-31,2022-12-20 11:09:00,2024-12-20 15:02:00,128.0,115.0
Associated_55ec95d2,51000.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,,2022-12-20 11:10:00,,128.0,
Associated_8d679174,30000.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2023-04-30,2022-12-20 11:10:00,,128.0,
Associated_995eff83,140000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2023-06-30,2022-12-20 11:10:00,,128.0,
Associated_a1b44e4f,48125.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2022-04-09,2022-12-20 11:11:00,,128.0,
Associated_141fa164,300000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:11:00,,128.0,
Associated_141fa164,30000.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2023-04-30,2022-12-20 11:11:00,,128.0,
Associated_f0cfaded,15000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:11:00,,128.0,
Associated_7059f1f6,59000.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2022-12-31,2022-12-20 11:12:00,,128.0,
Associated_4019582e,72200.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2021-12-31,2022-12-20 11:12:00,,128.0,
Associated_429c43b8,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:12:00,,128.0,
Associated_141fa164,108000.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2021-04-30,2022-12-20 11:13:00,,128.0,
Associated_505749f5,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:13:00,,128.0,
Associated_ef481971,6000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2022-03-31,2022-12-20 11:13:00,,128.0,
Associated_95fba57c,55000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:14:00,,128.0,
Associated_c6de7a90,25000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:15:00,,128.0,
Associated_98fb0ace,100000.0,Renewal,Closed Lost,0.0,,False,True,1.0,True,0.0,2023-11-30,2023-01-19 11:15:00,,158.0,
Associated_995eff83,0.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2022-12-31,2022-12-20 11:15:00,,128.0,
Associated_b993f20c,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:16:00,,128.0,
Associated_8182a3fc,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:16:00,,128.0,
Associated_8995f2a9,200.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2022-12-20 11:16:00,,128.0,
Associated_abf7e3a1,100000.0,Renewal,Closed Lost,0.0,,False,True,1.0,True,0.0,2022-12-31,2022-12-20 11:26:00,,128.0,
Associated_f62b3a08,0.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2021-12-31,2022-12-20 11:17:00,2023-11-16 10:43:00,128.0,515.0
Associated_55ec95d2,25000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2022-12-20 11:17:00,,128.0,
Associated_7059f1f6,0.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2020-09-30,2022-12-20 11:17:00,,128.0,
,0.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2022-07-31,2022-12-20 11:17:00,,128.0,
,30000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2023-03-31,2022-12-20 11:18:00,,128.0,
Associated_5a05e351,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:18:00,,128.0,
Associated_3e31ca96,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:18:00,,128.0,
Associated_0077f065,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:18:00,,128.0,
Associated_7059f1f6,3210.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2020-12-31,2022-12-20 11:18:00,,128.0,
Associated_f30a92dc,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:19:00,,128.0,
Associated_af2ae384,5000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:19:00,,128.0,
,40000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:19:00,,128.0,
Associated_5a05e351,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:20:00,,128.0,
Associated_17374d83,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:20:00,,128.0,
Associated_4019582e,34200.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2022-01-15,2022-12-20 11:20:00,,128.0,
