Associated Company (Primary),Amount,Deal Type,Deal Stage,Deal probability,Deal Score,Is Closed Won,Is closed lost,Is Closed (numeric),Is Deal Closed?,Is Open (numeric),Contract End Date,Close Date,Last Activity Date,Days to close,Recency_Days
Associated_4aab5c2f,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:20:00,,128.0,
Associated_d9595de8,25000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2022-12-20 11:20:00,,128.0,
Associated_4019582e,59850.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2021-12-31,2022-12-20 11:21:00,,128.0,
Associated_2fe60e04,0.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2022-02-28,2022-12-20 11:21:00,2024-07-10 09:46:00,128.0,278.0
Associated_abf7e3a1,59000.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2021-12-31,2022-12-20 11:21:00,,128.0,
Associated_e9ec1ccd,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:21:00,,128.0,
Associated_225aa2ec,30000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:22:00,,128.0,
Associated_a1b44e4f,35000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2021-04-09,2022-12-20 11:22:00,,128.0,
Associated_72a78aab,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:22:00,,128.0,
Associated_55ec95d2,225000.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,,2022-12-20 11:22:00,,128.0,
Associated_141fa164,86500.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2022-04-30,2022-12-20 11:23:00,,128.0,
Associated_19d0e31a,0.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:26:00,,128.0,
Associated_f62b3a08,0.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2021-11-30,2022-12-20 11:27:00,2023-11-16 10:43:00,128.0,515.0
Associated_ef481971,15600.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2023-04-30,2022-12-20 11:27:00,,128.0,
Associated_19d0e31a,50000.0,Renewal,Closed Lost,0.0,,False,True,1.0,True,0.0,2022-05-03,2022-12-20 11:27:00,,128.0,
Associated_0170cd3d,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:28:00,,128.0,
Associated_304ee280,0.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2022-11-11,2022-12-20 11:28:00,,128.0,
Associated_24274a60,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:28:00,,128.0,
Associated_55ec95d2,107500.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2023-12-30,2022-12-20 11:29:00,,128.0,
Associated_7059f1f6,59000.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2023-12-31,2022-12-29 11:29:00,,137.0,
Associated_784513bd,120000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:29:00,,128.0,
Associated_e8b683a8,30000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:29:00,,128.0,
Associated_b74e69c4,2000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:29:00,,128.0,
Associated_cb1be947,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:29:00,,128.0,
Associated_dabb0806,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:30:00,,128.0,
Associated_7a928475,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:30:00,,128.0,
Associated_141fa164,120000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:30:00,,128.0,
Associated_8f7a7217,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:30:00,,128.0,
Associated_f155f3d6,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:31:00,,128.0,
Associated_a814695b,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:31:00,,128.0,
Associated_52315b4e,55000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:32:00,,128.0,
Associated_c5cefa04,0.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-19 11:32:00,,127.0,
Associated_c0d49cbe,100000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:32:00,,128.0,
Associated_5a05e351,0.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:34:00,,128.0,
Associated_4019582e,769500.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2023-12-31,2022-12-29 11:34:00,,137.0,
Associated_73370300,80000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:34:00,2024-11-26 09:21:00,128.0,139.0
Associated_516ae3ce,0.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2022-12-20 11:34:00,,128.0,
Associated_b74e69c4,120000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:35:00,,128.0,
Associated_4019582e,35000.0,Renewal,Closed Lost,0.0,,False,True,1.0,True,0.0,2021-12-31,2022-12-20 11:35:00,,128.0,
Associated_2fe60e04,0.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2022-03-31,2022-12-20 11:35:00,,128.0,
Associated_dedebc88,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:36:00,,128.0,
Associated_b9fc6ca9,50000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,2023-11-30,2023-02-09 11:36:00,2023-01-24 08:00:00,179.0,812.0
Associated_55ec95d2,70000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:36:00,,128.0,
Associated_4019582e,0.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2020-12-31,2022-12-20 11:36:00,,128.0,
Associated_133e939d,30000.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2023-05-31,2022-12-20 11:36:00,,128.0,
Associated_d9595de8,25000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2023-01-11 11:37:00,,150.0,
Associated_5f5d55f0,120000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:43:00,,128.0,
Associated_4bdcc56b,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:43:00,,128.0,
Associated_abf7e3a1,0.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2021-06-30,2022-12-20 11:43:00,,128.0,
Associated_784513bd,120000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:43:00,,128.0,
Associated_995eff83,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:43:00,,128.0,
Associated_4a11abd4,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:43:00,,128.0,
Associated_413ad54b,0.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2020-11-30,2022-12-20 11:44:00,,128.0,
Associated_72a78aab,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:44:00,,128.0,
Associated_3131dcee,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:44:00,,128.0,
Associated_19d0e31a,30000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2021-05-04,2022-12-20 11:44:00,,128.0,
Associated_abf7e3a1,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:44:00,,128.0,
Associated_afdb18e6,0.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2021-11-30,2022-12-20 11:44:00,,128.0,
Associated_eac48dd6,2000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:46:00,,128.0,
Associated_ab4f4181,30000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:48:00,,128.0,
Associated_72a78aab,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:49:00,,128.0,
Associated_98fb0ace,30000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2022-07-31,2022-12-20 11:49:00,,128.0,
Associated_a1b44e4f,48000.0,Renewal,Closed Lost,0.0,,False,True,1.0,True,0.0,2023-04-30,2022-12-20 11:50:00,,128.0,
Associated_59e6c9bc,55000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:50:00,,128.0,
Associated_15832914,0.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:50:00,,128.0,
Associated_4fe409cd,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:50:00,,128.0,
Associated_4019582e,462067.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2022-12-31,2022-12-20 11:50:00,,128.0,
Associated_ceca0bc6,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:50:00,,128.0,
,30000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:51:00,,128.0,
Associated_98fb0ace,0.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2022-11-30,2022-12-20 11:51:00,,128.0,
Associated_b1040b38,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:51:00,,128.0,
Associated_6e2a5efe,55000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:51:00,,128.0,
Associated_413ad54b,17500.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2022-12-20 11:52:00,,128.0,
Associated_d9595de8,150000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:52:00,,128.0,
Associated_269fc60a,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:52:00,,128.0,
Associated_19d0e31a,50000.0,Renewal,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:52:00,,128.0,
Associated_abf7e3a1,38400.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2021-05-31,2022-12-20 11:53:00,,128.0,
Associated_4019582e,1000000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:53:00,,128.0,
Associated_afdb18e6,50000.0,Renewal,Closed Lost,0.0,,False,True,1.0,True,0.0,2022-11-30,2022-12-20 11:53:00,,128.0,
Associated_0c6ecfb7,85000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:53:00,,128.0,
Associated_7059f1f6,48000.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2021-12-31,2022-12-20 11:54:00,,128.0,
Associated_f0491bac,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:54:00,,128.0,
Associated_2fe60e04,30000.0,Renewal,Closed Won,1.0,,True,False,1.0,True,0.0,2023-03-31,2022-12-20 11:54:00,,128.0,
,50000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,2023-11-30,2023-02-09 11:54:00,,179.0,
Associated_c5cefa04,50000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,2023-11-30,2022-12-20 11:55:00,,128.0,
Associated_98fb0ace,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:55:00,,128.0,
Associated_f62b3a08,0.0,Renewal,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:55:00,2023-11-16 10:43:00,128.0,515.0
Associated_320c277c,25000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:55:00,,129.0,
Associated_3073b79b,45000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,2024-07-30,2023-01-11 11:55:00,,152.0,
,1700.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,2023-09-01,2023-02-09 11:56:00,,181.0,
Associated_141fa164,200000.0,Growth,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:57:00,,131.0,
Associated_141fa164,35000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2020-03-31,2022-12-20 11:58:00,2024-08-23 15:03:00,131.0,234.0
Associated_4019582e,24000.0,New,Closed Lost,0.0,,False,True,1.0,True,0.0,,2022-12-20 11:58:00,,131.0,
Associated_4019582e,78000.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2020-09-12,2022-12-20 11:59:00,,131.0,
Associated_4019582e,216600.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2021-08-31,2022-12-20 11:59:00,,131.0,
Associated_4019582e,34200.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2021-07-14,2022-12-20 11:59:00,,131.0,
Associated_fb8bb7fb,53240.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,,2023-04-13 12:59:00,2024-09-23 17:23:00,246.0,203.0
Associated_19d0e31a,0.0,New,Closed Won,1.0,,True,False,1.0,True,0.0,2022-09-30,2022-12-20 11:59:00,,134.0,
